1000000417,9000079307
1000000418,9000079308
1000000419,9000079309
1000000420,9000079310
1000000421,9000079312
1000000425,9000079317
1000000426,9000079318
1000000427,9000079319
1000000428,9000079320
1000000435,9000037672
1000000702,9160204621
1000000973,9160204500
1000001163,9000037675
1000001313,9000076340
1000001315,9000076342
1000001316,9000076343
1000001317,9000076344
1000001318,9000076345
1000001319,9000076346
1000001320,9000076347
1000001321,9000076350
1000001323,9000076352
1000001956,9000052585
1000001957,9000079157
1000001958,9000079158
1000001959,9000079159
1000001960,9000079160
1000002227,9000079311
1000002241,9000079314
1000002319,9000079315
1000002381,9000076349
1000002423,9100031188
1000002438,9000033077
1000002439,9000076351
1000003000,9100031531
1000003022,9100002533
1000003178,9000033071
1000003568,9100003823
1000003569,9100003824
1000003680,9100003825
1000004369,9160185679
1000004401,9100043150
1000004404,9100004776
1000004405,9100004777
1000004672,9100043330
1000004678,9000052577
1000004992,9000038179
1000005370,9100005192
1000005371,9100005193
1000005372,9100005194
1000005373,9100005195
1000005374,9100005196
1000005375,9100005197
1000005376,9100032236
1000005377,9100005199
1000005378,9100005200
1000005379,9100005201
1000005380,9100005202
1000005381,9100005203
1000005690,9100043386
1000005691,9100043371
1000005692,9100011213
1000005693,9100016969
1000005694,9100017137
1000005695,9100016966
1000005696,9100016967
1000005697,9100016968
1000005986,9100017034
1000006197,9100053663
1000006198,9100042808
1000006265,9000099668
1000006706,9100017398
1000007324,9160204597
1000007330,9160204577
1000007332,9160204598
1000007334,9160204578
1000007353,9000103581
1000007403,9100020415
1000007443,9000103671
1000007444,9000103672
1000007466,9000103694
1000007467,9000103695
1000007468,9000103696
1000007469,9000103697
1000007470,9000103698
1000008418,9100042266
1000008419,9100042267
1000008420,9100042265
1000008421,9100042263
1000008422,9100042264
1000008423,9100042261
1000008453,9100042791
1000008454,9100042789
1000008455,9100042790
1000009935,9100051866
1000009936,9100051867
1000009937,9100051868
1000009938,9100069263
1000009939,9100069264
1000009940,9100069265
1000009941,9100069266
1000009942,9100069267
1000009943,9100069268
1000009944,9100069269
1000009945,9100069270
1000009946,9100069271
1000009947,9100069272
1000009948,9100069273
1000009949,9100069274
1000009950,9100069275
1000009951,9100069276
1000009952,9100069277
1000009953,9100069278
1000009954,9100069279
1000009955,9100069280
1000009956,9100069281
1000009957,9100069282
1000009958,9100069283
1000009959,9100069284
1000009960,9100069285
1000009961,9100069286
1000009962,9100069287
1000009963,9100069288
1000009964,9100069289
1000009965,9100069290
1000009966,9100069291
1000009967,9100069292
1000009968,9100069293
1000009969,9100069294
1000009970,9100069295
1000009971,9100069296
1000009972,9100069297
1000009973,9100069298
1000009974,9100069299
1000009975,9100069300
1000009976,9100069301
1000009977,9100069302
1000009978,9100069303
1000009979,9100069304
1000009980,9100069305
1000009981,9100069306
1000009982,9100069307
1000009983,9100069308
1000010042,9100125411
2000000008,9100025153
2000000010,9160208292
2000000011,9160208372
2000000021,9160208279
2000000025,9100026142
2000000028,9100025354
2000000029,9160208397
2000000032,9160208392
2000000034,9160208394
2000000038,9100026078
2000000041,9160208386
2000000047,9100025817
2000000049,9100025127
2000000056,9160208504
2000000079,9160208843
2000000088,9160208786
2000000107,9160208311
2000000112,9160208303
2000000165,9100027255
2000000167,9100025478
2000000237,9160207596
2000000258,9160207641
2000000273,9100025173
2000000282,9100025672
2000000367,9160209263
2000000624,9160206032
2000000702,9100027991
2000000741,9160206983
2000000800,9100026526
2000002108,9100027832
2000002366,9160205631
2000003259,9160208180
2000003331,9100056200
2000003500,9100056201
2000003583,9160206191
2000008949,9160204599
2000009766,9100025507
2000010026,9100167555
2000010147,9160207010
2000010180,9100167556
2000010181,9160202672
2000010324,9160208616
2000010361,9160204742
2000010376,9160208897
2000010403,9100027994
2000010588,9160207775
2000010963,9160205130
2010000360,9100069662
2010000362,9100069663
2010000363,9100069664
2010000364,9100069665
2010000375,9100069666
2010000376,9100069667
2010000380,9100069668
2010000381,9100069669
2010000382,9100069670
2010000383,9100069671
2010000387,9100069672
2010000388,9100069673
2010000389,9100069674
2010000390,9100069675
2010000391,9100069676
2010000392,9100069677
2010000393,9100069678
2010000402,9100069679
2010000404,9100069680
2010000405,9100069681
2010000406,9100069682
2010000428,9100069684
2010000435,9100069685
2010000441,9100069309
2010000442,9100069686
2010000447,9100069687
2010000448,9100069688
2010000496,9100069689
2010000497,9100069690
2010001673,9100069691
2010001674,9100069692
2010001675,9100069693
2010001676,9100069694
2010001677,9100069695
2010001678,9100069696
2010001679,9100069697
2010001824,9100069698
2010001828,9100069699
2010001887,9100117073
2010001919,9100069700
2010001921,9100069701
2010001922,9100069702
2010001923,9100069703
2010001924,9100069704
2010001948,9100069705
2010002014,9100069706
2010002027,9100069707
2010002054,9100069310
2010002117,9100069311
2010002214,9100069312
2010002222,9100069313
2010002239,9100069314
2020000635,9160193340
2020001266,9160208108
2020001269,9160208938
2020003747,9100055797
2020003749,9100051906
2020003751,9100055799
2020003752,9100055800
2020003754,9100055801
2020003755,9100055802
2020003757,9100051907
2020003758,9100051908
2020003762,9100055805
2020003763,9100055806
2020003764,9100055807
2020003765,9100055808
2020003766,9100051909
2020003767,9100055810
2020003769,9100051910
2040002196,9100069708
2040002197,9100069709
2040002198,9100069710
2040002199,9100069711
2040002499,9160209366
2040002500,9100037555
2040002843,9100069712
2040002844,9100069713
2040002845,9100069714
2040002846,9100069715
2040002847,9100069716
2040002848,9100069717
2040002849,9100069718
2040002851,9100069719
2040002852,9100069720
2040002853,9100069721
2040002854,9100069722
2040002855,9100069723
2040002856,9100069724
2040002858,9100069725
2040002859,9100069726
2040002860,9100069727
2040002861,9100069728
2040002862,9100069729
2040002863,9100069730
2040002864,9100069731
2040002866,9100069732
2040002867,9100069733
2040002868,9100069734
2040002869,9100069735
2040002870,9100069736
2040002871,9100069737
2040002873,9100069738
2040002874,9100069739
2040002876,9100069740
2040002877,9100069741
2040002878,9100069742
2040002879,9100069743
2040002880,9100069744
2040002881,9100069745
2040002882,9100069746
2040002883,9100069747
2040002884,9100069748
2040002885,9100069749
2040002886,9100069750
2040002887,9100069751
2040002888,9100069752
2040002900,9100069753
2040002901,9100069754
2040002923,9100069755
2040002924,9100069756
2040002976,9100069757
2040003008,9100069758
2070000001,9160206237
2070000005,9160206236
2070000010,9160206441
2130000860,9100101252
2130000861,9100101253
2130000862,9100101254
2130000863,9100101255
2130000864,9100101256
2130000865,9100101257
2130000866,9100101258
2130000867,9100101259
2130000868,9100101260
2130000869,9100101261
2130064420,9160206387
2150000635,9100092604
2150000640,9160204340
3110000041,9100123576
3110000341,9100124252
3110000982,9100138880
3110000983,9100138881
3110000984,9100138882
3110000985,9100138883
3110000987,9100138885
3110000988,9100138886
3110000994,9100138892
3110000995,9100138893
3110000996,9100138894
3110000999,9100138897
6000004846,9160208131
