1000000417,9000079307
1000000418,9000079308
1000000419,9000079309
1000000420,9000079310
1000000421,9000079312
1000000425,9000079317
1000000426,9000079318
1000000427,9000079319
1000000428,9000079320
1000000432,9100001974
1000000435,9000037672
1000000509,9000075579
1000000510,9000075580
1000000511,9000075581
1000000545,9000075582
1000000702,9160204621
1000000973,9160204500
1000000981,9000037673
1000001009,9000037674
1000001163,9000037675
1000001164,9100001975
1000001313,9000076340
1000001315,9000076342
1000001316,9000076343
1000001317,9000076344
1000001318,9000076345
1000001319,9000076346
1000001320,9000076347
1000001321,9000076350
1000001323,9000076352
1000001754,9100043223
1000001755,9100043061
1000001756,9100002904
1000001757,9100043342
1000001758,9100054006
1000001759,9100043280
1000001760,9100002908
1000001761,9100002909
1000001762,9100002910
1000001763,9100043224
1000001765,9100002913
1000001766,9100043003
1000001767,9100002915
1000001768,9100002916
1000001769,9100043226
1000001770,9100043222
1000001771,9100043004
1000001772,9100002920
1000001774,9100043392
1000001775,9100002923
1000001776,9100043163
1000001777,9100043063
1000001778,9100002926
1000001956,9000052585
1000001957,9000079157
1000001958,9000079158
1000001959,9000079159
1000001960,9000079160
1000001961,9000079161
1000001962,9000079162
1000001963,9000079163
1000001964,9000079164
1000001965,9000079165
1000001966,9000079166
1000001967,9000079167
1000001968,9000079168
1000002223,9100001890
1000002225,9100053723
1000002226,9100043062
1000002227,9000079311
1000002228,9100043227
1000002229,9100043228
1000002230,9100005230
1000002231,9100005231
1000002232,9100005232
1000002237,9100005237
1000002238,9100005238
1000002239,9100043162
1000002240,9100053673
1000002241,9000079314
1000002246,9000079009
1000002248,9000079011
1000002256,9000079019
1000002259,9000079022
1000002261,9000079024
1000002262,9000079025
1000002263,9000079026
1000002264,9000079027
1000002265,9000079028
1000002266,9000079029
1000002267,9000079030
1000002268,9000079031
1000002269,9000079032
1000002319,9000079315
1000002324,9100003675
1000002326,9100001892
1000002327,9000038172
1000002328,9000038173
1000002329,9000038175
1000002330,9000038174
1000002333,9100001893
1000002361,9100001895
1000002374,9100001898
1000002377,9100001899
1000002381,9000076349
1000002382,9000079046
1000002383,9000079045
1000002384,9000079047
1000002385,9000079048
1000002386,9000079049
1000002387,9000079050
1000002388,9000079051
1000002389,9000079052
1000002390,9000079053
1000002391,9000079054
1000002392,9000079055
1000002393,9000079056
1000002394,9000079057
1000002395,9000079058
1000002396,9000079059
1000002397,9000079060
1000002398,9000079061
1000002399,9000079062
1000002400,9000079063
1000002401,9000079064
1000002402,9000079065
1000002403,9000079066
1000002404,9000079067
1000002405,9000079068
1000002406,9000079069
1000002407,9000079070
1000002408,9000079071
1000002409,9000079072
1000002410,9000079073
1000002411,9000079074
1000002412,9000079075
1000002413,9000079076
1000002414,9000079077
1000002415,9000079078
1000002416,9000079079
1000002417,9000079080
1000002418,9000079081
1000002419,9000079082
1000002420,9000079083
1000002421,9000079084
1000002422,9000079085
1000002423,9100031188
1000002424,9000079087
1000002425,9000079088
1000002426,9000079089
1000002427,9000079090
1000002429,9000079092
1000002430,9000079093
1000002431,9000079094
1000002432,9000079095
1000002433,9000079096
1000002434,9000079097
1000002435,9000079098
1000002437,9000076341
1000002438,9000033077
1000002439,9000076351
1000002567,9100005239
1000002573,9000079199
1000002574,9000079200
1000002575,9000079201
1000002576,9000079202
1000002577,9000079203
1000002578,9000079204
1000002579,9000079205
1000002580,9000079206
1000002581,9000085029
1000002582,9100001976
1000002583,9100001977
1000002584,9100001978
1000002585,9100001979
1000002586,9100001980
1000002587,9100001981
1000002588,9100001982
1000002589,9100001983
1000002590,9100001984
1000002591,9100001985
1000002592,9100001986
1000002593,9100001987
1000002594,9100001988
1000002595,9100001989
1000002596,9100001990
1000002597,9100001991
1000002598,9100001992
1000002599,9100001993
1000002600,9100001994
1000002601,9100001995
1000002602,9100001996
1000002603,9100001997
1000002604,9100001998
1000002605,9100001999
1000002607,9100002001
1000002608,9100002002
1000002609,9100002003
1000002610,9100002004
1000002611,9100002005
1000002615,9100003676
1000002616,9100003677
1000002618,9100002006
1000002619,9100002007
1000002620,9100002008
1000002621,9100002009
1000002622,9100002010
1000002623,9100002011
1000002624,9100002012
1000002625,9100002013
1000002626,9100002014
1000002627,9100002015
1000002628,9100002016
1000002629,9100002017
1000002630,9100002018
1000002631,9100002019
1000002632,9100002020
1000002633,9100002021
1000002634,9100002022
1000002635,9100002023
1000002636,9100002024
1000002637,9100002025
1000002638,9100002026
1000002639,9100002027
1000002640,9100002028
1000002641,9100002029
1000002642,9100002030
1000002643,9100002031
1000002644,9100002032
1000002645,9100002033
1000002646,9100002034
1000002647,9100002035
1000002712,9100002036
1000002713,9100002037
1000002715,9100002039
1000002718,9100002042
1000002719,9100002043
1000002720,9100002044
1000002721,9100002045
1000002722,9100002046
1000002723,9100002047
1000002724,9100002048
1000002725,9100002049
1000002726,9100002050
1000002727,9100002051
1000002728,9100002052
1000002729,9100002053
1000002730,9100002054
1000002731,9100002055
1000002732,9100002057
1000002733,9100002058
1000002735,9100002063
1000002736,9100002065
1000002737,9100002067
1000002738,9100002068
1000002739,9100002538
1000002740,9100002540
1000002741,9100002542
1000002742,9100002545
1000002743,9100002547
1000002744,9100002549
1000002745,9100002551
1000002746,9100002552
1000002747,9100002555
1000002748,9100002556
1000002749,9100002558
1000002750,9100002561
1000002751,9100002563
1000002752,9100002565
1000002753,9100002567
1000002754,9100002569
1000002755,9100002571
1000002756,9100002572
1000002757,9100002574
1000002758,9100002577
1000002759,9100002579
1000002760,9100002580
1000002761,9100002582
1000002763,9100002587
1000002764,9100002589
1000002765,9100002590
1000002766,9100002593
1000002767,9100002594
1000002768,9100002595
1000002769,9100002596
1000002770,9100002124
1000002771,9100002125
1000002772,9100002126
1000002773,9100002127
1000002774,9100002128
1000002775,9100002129
1000002776,9100002130
1000002777,9100002131
1000002778,9100002132
1000002779,9100002133
1000002780,9100002134
1000002781,9100002135
1000002782,9100002136
1000002783,9100002137
1000002784,9100002138
1000002785,9100002139
1000002786,9100002140
1000002787,9100002141
1000002788,9100002142
1000002789,9100002143
1000002790,9100002144
1000002791,9100002145
1000002792,9100002146
1000002793,9100002147
1000002794,9100002148
1000002795,9100002149
1000002796,9100002150
1000002810,9100002151
1000002811,9100002152
1000002812,9100002153
1000002813,9100002154
1000002814,9100002155
1000002820,9100002161
1000002821,9100002162
1000002822,9100002163
1000002823,9100002164
1000002824,9100002165
1000002827,9100002168
1000002828,9100002169
1000002829,9100002170
1000002831,9100002172
1000002832,9100002173
1000002833,9100002174
1000002834,9100002175
1000002835,9100002176
1000002836,9100002177
1000002837,9100002178
1000002838,9100002179
1000002839,9100002180
1000002840,9100002181
1000002842,9100002421
1000002843,9100002422
1000002844,9100002423
1000002845,9100002424
1000002846,9100002425
1000002847,9100002426
1000002848,9100002427
1000002849,9100002428
